,job_name,cust_name,appear_date,job_detail,address_area,salary_min,salary_max,work_exp,major,edu,language,localLanguage,specialty,skill,other
0,【服飾電商】門市銷售人員/儲備店長 (高雄新崛江旗艦店) - Sexy in Shape,超級給力有限公司,2023/02/04,"1.顧客諮詢服務 : 針對顧客的需求喜好，介紹合適的商品，並協助客人試穿。
2.POS系統操作 : 收銀結帳、處理退換貨
3.商品管理 : 商品進貨點收、補貨、商品上架/陳列，整理試穿完的衣物。
4.業績管理：根據銷售績效調整陳列擺設、優化話術，達成當月業績目標。
5.環境維持 : 櫃位內外之整潔。
6.其他 : 協助同事，完成樓管、主管交辦事項。

*另有銷售業績獎金、月達標績效獎金

*上班地點：高雄新崛江店。
*上班時間：此門市預計11月中開幕，排班時間13:00~22:00
",高雄市,30000,45000,不拘,,專科以上,,,,"業績目標分配與績效達成, 客訴案件處理, 櫃檯門市接待與需求服務, 產品介紹及解說銷售","福利：享勞健保/ 績效獎金 /員工購物優惠 等。

加分特質：有銷售經驗者佳；主動積極 / 責任感 / 勇於自我挑戰/ 表達能力強 / 善與人溝通 / 思緒清楚有條理 / 情緒管理佳。

投遞履歷時，若有不方便排班的時段，請務必告知喔！
(若為學生實習或仍就學中，我們會在面試時和您協調上班時間)"
0,【電商總部】商品採購專員/ 儲備幹部  - Sexy in Shape,超級給力有限公司,2023/02/04,"【工作內容】 
1.國際採購品開發
2.管理商品資料、進銷存系統維護
3.執行採購作業與供應商管理
4.點貨入倉、新品上架、店面調撥、瑕疵品管理
5.試穿樣衣，提供相關建議
6.蝦皮等賣場維護
7.機動事項支援、環境維護、主管交辦事項

此職缺會以資財部儲備幹部的方式訓練，管理範疇包含物流、採購、總務。",高雄市,30000,50000,不拘,,專科以上,,,"Excel, Word, 鼎新","商品進貨入庫作業, 倉庫貨物標示╱置放╱盤點, 倉儲系統維護與管理, 庫存管理規劃作業, 貨品包裝作業, 理貨╱揀貨╱補貨作業","★如果你有以下特質，這份工作會很適合你↓
1.工作積極、細心、有責任心
2.有時間管理觀念，能獨立作業
3.有電商網拍經驗佳
4.會電腦基本操作(EXCEL、中打30~50字)
5.平常會使用FB、LINE、IG
6.有ERP操作經驗者佳

★ 若為學生實習或仍就學中，我們會在面試時和您協調上班時間。"
0,高雄【大港倉七櫃位】設計師商品銷售 短期早晚班工讀,台灣藝術股份有限公司,2023/02/04,"1. 介紹及銷售門市商品。 
2. 提供顧客之接待與需求服務（如：諮詢、調貨、包裝及退換貨處理）。 
3. 商品進貨入庫、銷售管理及庫存管理。 
4. 商品陳列。 
5. 結帳、收銀。 
6. 維護店櫃週遭之整潔。

快閃店開幕時間2023/1/13-2023/2/28（暫定）",高雄市,176,176,不拘,,高中以下、高中,,,,"櫃檯門市接待與需求服務, 產品介紹及解說銷售",
0,【電商】主管特助-  Sexy in Shape,超級給力有限公司,2023/02/04,"此職務為儲備主管職，一開始學習期會是類似助理的角色，與營運主管協作。

訓練過程會到不同部門實作、了解狀況，也會參與到另一間新公司新項目從零開始的過程。

一、工作內容：
1. 規劃彙整專案，並負責追蹤執行狀況，隨時掌控進度。
2. 參與不同部門的實作，優化流程。
3. 評估各項決策之效益，並追蹤成效。
4. 執行主管所交代的各項任務及專案。

二、能力要件：
1. 基礎文書能力 （word、excel、ppt），以及基礎PS/AI使用
2. 溝通能力 - 這份工作會大量的跟不同部門同事溝通
3. 邏輯 - 行銷部門執行專案、資財部門流程優化都會需要
4. 時間管理 - 會需要常用Google行事曆掌握事項
5. 柔軟的心 - 這份職缺的發展性大，同時要學的東西也會有點多。

-
",高雄市,30000,60000,2年以上,,專科以上,英文:聽 /中等、說 /中等、讀 /中等、寫 /中等,,,"專案成本╱品質╱風險管理, 專案時間╱進度控管, 專案採購管理, 專案溝通╱整合管理, 品牌行銷管理, 網站企劃能力, 網路活動規劃與執行, 廣告製作規劃與執行, 行銷策略擬定, 廣告預算控管, 顧客關係管理, 社群媒體經營管理, 公關活動規劃與執行, 公關議題與危機處理, 廣告企劃案╱文案撰寫, 廣告效益評估, 客戶情報蒐集, 客訴案件處理, 產品進銷存統計分析, 產品介紹及解說銷售","如果你有以下特質，這份工作會很適合你↓
1. 會有非常大量的居中協調，有電商工作經驗者佳，無經驗可。
2. 不怕步調快、變化性高，有動力自我挑戰精進。
樂於和團隊溝通、分享想法與建議的特質，會很加分喔！

★公司沒有加班文化，期望大家都能有效率地完成工作準時下班，歡迎對流行時尚有興趣的優秀夥伴加入我們^^

★投遞履歷時，歡迎附上個人Instagram帳號！"
0,業務助理電商美編,劦大企業有限公司,2023/02/04,"1.協助處理進出貨訂單
2.商品上架電商平台
3.電商平台出貨流程
4.協助行政事務
5.產品照片美編

(有電商平台經驗者佳 )",高雄市,30000,33000,不拘,,高中以上,,,"Adobe Photoshop, Illustrator",,有電商平台操作經驗佳 
0,訂房專員 Reservation Agent,高雄中央公園英迪格酒店_頭等艙飯店有限公司英迪格分公司,2023/02/04,"1.瞭解集團及酒店的產品與服務，掌握酒店促銷活動資訊。
2.負責團體及重要賓客活動預訂。
3.運用銷售技巧進行房間銷售升級與產品推廣。
4.準備與執行增加預訂銷售的工作計畫。
5.紀錄並處理撥入/撥出電話、傳真、電子郵件的預訂。
6.檢查每日預訂報表及集團系統資料。

",高雄市,32000,9999999,2年以上,,高中以上,英文:聽 /中等、說 /中等、讀 /中等、寫 /中等,,,"電話接聽與人員接待事項, 產品介紹及解說銷售","1. 具2年相關工作經驗，或1年訂房、前檯經驗尤佳。
"
0,訂房主任 Reservation Supervisor,高雄中央公園英迪格酒店_頭等艙飯店有限公司英迪格分公司,2023/02/04,"1.瞭解集團及酒店營運計畫及預訂系統，並進行跨部門協調合作。
2.運用銷售技巧進行房間銷售升級與產品推廣。
3.監控並彙報預訂情況，進行費用及收益調整。
4.負責檢查第三方渠道預訂與價格串接。
5.處理電話、傳真、電子郵件的預訂並回應賓客需求。
6.了解合約客戶並辨識市場主要供應商。
7.協助主管製作預訂銷售報告及其他例行報表。
8.進行訂房人員管理，指導電話禮儀及銷售提升技巧。

",高雄市,37000,9999999,3年以上,,高中以上,英文:聽 /中等、說 /中等、讀 /中等、寫 /中等,,Excel,"電話接聽與人員接待事項, 客訴案件處理, 產品介紹及解說銷售","1. 具3年相關工作經驗，或2年訂房、前檯經驗尤佳。
2. 需具良好英文寫作技能及流暢溝通能力。
"
0,市場傳播主任/副理  Marketing Communication Supervisor / Assistant Manager,高雄中央公園英迪格酒店_頭等艙飯店有限公司英迪格分公司,2023/02/04,"1.依酒店目標制定創意策略，開展並執行行銷計畫及媒體活動。
2.與媒體聯繫，策劃新聞發布會及相關新聞活動，建立並維持良好公共關係。
3.管理酒店自有及其他渠道的策略執行。
4.開發電商策略增加網路平台人次，監控社交媒體表現。
5.負責接收客戶及媒體的評價，代表酒店協助回應評論。
6.跨部門協調，開發並組織客房及餐飲等相關促銷活動。
7.定期向媒體與客戶發布新聞稿及酒店活動訊息。
8.調查及分析市場動態及資訊，發展酒店策略及目標。
",高雄市,0,0,3年以上,,大學以上,英文:聽 /中等、說 /中等、讀 /中等、寫 /中等,,,"行銷製作物規劃與執行, 品牌行銷管理, 網路活動規劃與執行, 行銷策略擬定, 品牌知名度推廣, 社群媒體經營管理, 廣告企劃案╱文案撰寫, 廣告創意發想與提案","
"
0,汽車保修廠-業務/專案主管 (高高屏),臺久企業股份有限公司,2023/02/04,"1. 銷售保養廠技師需使用之汽車清潔養護品。
2. 定期拜訪汽車保養廠等既有客戶，提供專業服務並穩定客戶關係。
3. 開發潛在客戶，拓展市場，以達成業績目標。
4.負責產品報價及產品展示，並處理帳款回收相關事宜。
5.負責業務推展，傳達及說明公司各項業務重大訊息、活動及產品。
6.儲備幹部的培訓與輔導。",高雄市,26400,120000,3年以上,,專科、大學,,,,"業務或通路開發, 業績目標分配與績效達成, 產品介紹及解說銷售",高EQ 有耐心 配合度佳~
0,高雄【大港倉七櫃位】餐飲工讀/餐飲  短期早晚班工讀,台灣藝術股份有限公司,2023/02/04,"1. 接單、擺盤包裝、送餐及聯繫內外場。
2. 客人帶位、倒水、點餐等工作。
3. 簡易餐飲加熱調理，冰淇淋、烤土司等品項。
4. 結帳、收銀。
5. 維護店櫃週遭之整潔，如收拾座席與清理環境。


快閃店開幕時間2023/1/13-2023/2/28（暫定）",高雄市,176,176,不拘,,高中以下、高中,,,,"櫃檯門市接待與需求服務, 產品介紹及解說銷售, 門市餐飲管理, 食物製前準備",
