,job_name,cust_name,appear_date,job_detail,address_area,salary_min,salary_max,work_exp,major,edu,language,localLanguage,specialty,skill,other
0,【亞馬遜Amazon】跨境電商 運營專員 [ 公司1個月完整培訓 ],歐盛電子商務有限公司,2023/02/03,"歐盛電子商務有限公司成立於2021年，以Amazon亞馬遜電商選品為主營運項目，也協助客戶亞馬遜運營。

我們只是小團隊，沒有大公司的繁文縟節，講求靈活、變通，不拘束的工作環境

如果你具備以下特質，歡迎來一起打拼
1.熱愛生活(這樣才有熱情!)
2.喜歡自我挑戰
3.好奇寶寶 (好奇心是學習的關鍵!)
4.團隊合作 (常常需要團隊互相討論~)

*可能加分項目
1. 圖片設計及文案規劃相關經驗
2. 多益成績800分或雅思成績6分以上者佳。
3. 幽默感(行銷素材才有趣)

【Your Responsibilities - 工作內容】
- 產品 英文文案撰寫、圖片素材發想。( 創意發想 )
- 亞馬遜後台日常操作
- 整理月 / 季商品銷售報表。
- 持續學習亞馬遜的經營競爭策略與新功能。 ( 需要學習 英文資料、影片、英文與人溝通 )
- 主管交辦事項

培訓期程：
入職後試用期為3個月
第１個月-培訓月
第一周：基礎亞馬遜教學
第二～三周：文案及圖片規劃知識與實作
第四周：實操與晉陞
第２、３個月-實操與能力評鑑
依成績提早轉正職（一切福利的開始～）

※ 無須電商經驗 ( 熱愛學習 )
我們自己方法，有亞馬遜運營能力也不一定適合我們系統

薪資：
培訓階段
適用期月薪 30,000元
考核通過轉正職月薪35,000+獎金
‧ 起薪待遇如職缺公告薪資範圍。

【應徵前的幾個提醒】
1.我們歡迎喜歡挑戰的夥伴加入，可以放手讓你從0學習也是上班內容的一部份!
2.具良好溝通能力，有責任感。
3.如果想短暫嘗試心態，請勿投履歷。
4.公司尚在擴編中，人不多，因此你的優秀表現很容易被注目。
",台北市,30000,9999999,不拘,,不拘,英文:聽 /精通、說 /精通、讀 /精通、寫 /精通,,"Excel, PowerPoint, Word",,
0,西門服飾電商門市人員 - MISS MEDIAN中尺碼美衣,Miss Median_夏婕洋商行,2023/02/04,"1.負責介紹及銷售門市商品。主要客群約22-35歲之間
2.提供顧客之接待與需求服務（如：回覆訊息、修改、包裝及退換貨處理）。
3.負責商品進貨入庫、銷售管理及庫存管理。
4.負責商品包裝、陳列並協助送至超商出貨。
5.維持店櫃週遭之整潔。
6.協助店內直播商品時前置作業,收掛衣服,簡易試穿與介紹。（假日需輪流協助外派到雙北廠商處直播，交通公司安排）
7.協助拍攝商品平拍,自拍實拍,並手機拼接後上架蝦皮與後台官網。

＊可以獨立估計衣服尺寸準確，能自主穿搭出我們的風格，並單獨播完整場直播者薪水可議底薪４萬up＊

＊無經驗可，但搭配美感與口條喜歡與人互動最為重要＊

＊我們追求的是【長期穩定】的夥伴，因為我們大家都很愛錢，希望彼此可以夠努力，讓我們都能賺更多的錢！


我們屬於新創產業的小團隊，工作細項比較雜，做的事情比較多，但是相對的學會的東西會更多，傳統店面到網拍與直播全部都會有交涉到，店長與老闆都不藏私很肯教，單週款式更換速度約100款左右，記憶能力不好者會比較辛苦，想穿的漂漂亮亮輕鬆上班者請不要浪費彼此時間～這邊需要付出但收入也會水漲船高！能力達標者薪水同等值跟著達標～不會萬年底薪不調！


＊請投遞履歷時提供個人臉書或是ＩＧ帳號＊
",台北市,32000,40000,不拘,,高中以上,,,中文打字20~50,"行政事務處理, 社群媒體經營管理, 廣告企劃案╱文案撰寫, 業績目標分配與績效達成, 業績與管理報表撰寫, 客訴案件處理, 櫃檯門市接待與需求服務, 產品進銷存統計分析, 產品介紹及解說銷售, 服裝配搭技巧, 櫥窗視覺陳列","* 上班需要簡易帶妝有精神即可。
* 需要開朗樂觀並且健談,不怕接觸人群。
* 需抗壓性佳,並且上進有企圖心。
* 主要銷售中大碼但門市有不少L,XL的客戶,所以希望朝多方受眾前進。
* 穿搭具有美感，並且看過覺得自己是喜歡我們家風格衣服的你。
目前粉絲專頁影片都沒有刪除，可以先去參考一下我們的風格是否能跟上！
* 出貨量大單週約200-400包起，都是「全公司互相合作」出貨，請手腳快速細心不怕累再來！

出貨日為週二.週三希望上手前盡量不要排休,上手後可依工作情況排休!

* 每週假日直播日會輪流外派直播,會有機率加班超過12點,下班回家問題須自行注意喔！
直播需要穿著平口小可愛與短褲需快速穿脫不在意他人眼光！可先詳閱我們粉專直播影片
* 公司獎金抽成高，主要靠網拍與直播為主店面為輔，無經驗者試用期最低32000，試用期2個月後即可抽成，抽成無上限，團績制不會有搶業績的問題！熟手能力足者薪資可議，能力穩定可提前上手即提前結束試用期！
* 老闆惜才，有從事過服飾、網拍、直播產業、自帶流量者或善於經營IG美編排版者，對自己能力有自信者歡迎來商議你期望薪資。

固定五六日晚上直播，可以先到粉專或是蝦皮看看我們的直播模式與款式～ 
希望你喜歡我們的風格加入我們家~"
0,西門店-內衣正職店員-門市-服飾-台北-捷運-YURUBRA玉如阿姨內衣.35000元,優如國際有限公司,2023/02/04,"YURUBRA-已創立20年，台灣原生品牌. 時尚。專業。創新 
為mit內衣知名品牌.連續四年榮獲電商百大賣家殊榮 
目前於北部拓展實體分店中.竭誠歡迎您加入我們的大家庭!! 
本公司網站:https://www.yurubra.com.tw/ （玉如阿姨內衣） 
________________________________________ 

高階內衣店員 月休八天 薪資35000 
＊加班費另外計算(遵照勞基法) 
＊國定假日出勤薪資加倍給付 
＊累計工作年資6個月, 享公司年終分紅福利 (依年度考績發放) 
＊高階店員可享業績獎金 獎金優渥~ 
＊有服務業相關經驗者優先錄取 

-剛進來一個月試用期為pt計時制， 
-第二個月考核通過升實習店員保底32k， 
-第三個月考核通過升正式店員保底33k，
-正式店員受訓並通過高階考核，升為高階店員($35000+業績分紅)分紅優渥
-本公司升遷管道暢通.培訓升職管理幹部另有加給.

＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿ 
工作內容: 
1.負責介紹及銷售門市商品。 
2.提供顧客之接待與需求服務（如：電話諮詢、調貨、修改、包裝及退換貨處理）。 
3.負責商品進貨入庫、銷售管理及庫存管理。 
4.負責商品包裝、陳列及促銷品換檔工作。 
5.維持店櫃週遭之整潔。 
6.有經驗者及履歷完整者優先考慮錄取。 
7.擁有喜歡持續學習及進步的個性 
8.月休8天 

※若您想應徵本職位，請善用履歷內的自我推薦介紹自己哦! ",台北市,35000,50000,1年以上,,不拘,,,,,"喜歡內衣產業. 
擁有內衣銷售經驗者佳 
富有責任感.個性積極 
喜歡面對人群.與人聊天"
0,町記憶旅店 - 日間櫃檯人員(英文),町記憶旅店_日月五角堂有限公司,2023/02/04,"1. 處理房間安排訂房、排房、進退房等事宜。
2. 協助處理帳務，如：收款、核帳、查帳等。
3. 回應有關飯店提供服務或旅遊資訊之電話或電子郵件諮詢。
4. 協助安排交通工具租用、機場接送等聯絡事宜。
5. 接待客人並提供相關服務與解決客訴問題。

工作需求
※英文需聽、說程度。
1. 具備基本禮儀，時常面帶微笑，面對客人能熱情接待。
2. 本旅店多外國旅客，因此須具備基本的英文溝通能力。

**月休 10 天+當月國定假日**
需輪 2 種班別
早班: 早上 7:30 至 下午 18:30
午班: 早上 11:30 至 晚上 22:30
(休息 1.5 hr.)

町記憶旅店 臺北市萬華區昆明街119號
町記憶旅店3館 臺北市萬華區昆明街142號2樓

我們致力為旅客營造家的溫暖，因此我們要找的不只是具有優秀工作能力的求職者，更要有一顆願意為旅客真誠服務的心，讓旅客感受每次來到旅店就像回家一樣 <3

希望是真心對飯店業有興趣才投，一句話「試試看」是無法說服我們一群用心在營運飯店的人錄取您的。對飯店業有基本認識，熟悉靈知系統者更佳，但我們更重視您的個人特質是否適合我們旅店！

歡迎參觀我們的官網，了解我們旅店的理念與風格：www.chohotel.com
",台北市,30000,35000,不拘,,專科、大學,英文:聽 /中等、說 /中等、讀 /中等、寫 /中等,,,,有基本飯店櫃檯經驗佳，靈知系統佳。
0,町記憶旅店 - 日間櫃檯人員(日文),町記憶旅店_日月五角堂有限公司,2023/02/04,"1. 處理房間安排訂房、排房、進退房等事宜。
2. 協助處理帳務，如：收款、核帳、查帳等。
3. 回應有關飯店提供服務或旅遊資訊之電話或電子郵件諮詢。
4. 協助安排交通工具租用、機場接送等聯絡事宜。
5. 接待客人並提供相關服務與解決客訴問題。

工作需求
※日文需聽、說程度。
1. 具備基本禮儀，時常面帶微笑，面對客人能熱情接待。
2. 本旅店多外國旅客，因此須具備基本的英文溝通能力。

**月休 10 天+當月國定假日**
需輪 2 種班別
早班: 早上 7:30 至 下午 18:30
午班: 早上 11:30 至 晚上 22:30
(休息 1.5 hr.)

町記憶旅店 臺北市萬華區昆明街119號
町記憶旅店3館 臺北市萬華區昆明街142號2樓

我們致力為旅客營造家的溫暖，因此我們要找的不只是具有優秀工作能力的求職者，更要有一顆願意為旅客真誠服務的心，讓旅客感受每次來到旅店就像回家一樣 <3

歡迎參觀我們的官網，了解我們旅店的理念與風格：www.chohotel.com

",台北市,30000,35000,不拘,,專科、大學,"日文:聽 /中等、說 /中等、讀 /中等、寫 /中等, 英文:聽 /略懂、說 /略懂、讀 /略懂、寫 /略懂",,,,有基本飯店櫃檯經驗佳，靈知系統佳。
0,行政人員 (A-10)(Admin),Melanie holdings limited_兆峰飲食有限公司,2023/02/04,"本職位為<匯款合規部> 擴編所需職位，
<非餐飲相關部門>


1. 營業文件、單據等 資料輸入。
2. 負責一般文書資料處理及歸檔工作。
3. 協助香港總公司同事工作(如：資料建檔、彙整、整理數據等)。
4. 收發郵件並處理會簽文件。
5. 負責辦公室環境與設備之清潔與維護。
6. 因應公司需求，需輪班。
7. 主管交代工作事項。",台北市,30000,35000,不拘,,高中以上,,,"Excel, 中文打字50~75","文件收發與檔案管理, 文件或資料輸入建檔處理",
0,西門漢中街短期3C門市人員(薪$35000),優行有限公司,2023/02/04,"本公司特色:
★ 3C配件全台最齊全，利於銷售。
★ 直營門市，管理健全，非加盟店式管理。
★ 職務涵蓋從門市/區域/倉庫/總公司，升遷管道完善。
★ 獎金制度透明，容易達成。

工作內容:
1. 3C/生活週邊配件銷售。
2. 商品進/銷/存貨管理。
3. 門市店務工作。
4. POS收銀系統及ERP系統操作及管理。

工作地點:西門漢中街
任職期間:112/1/15~112/2/15
工作時間: 8小時 +周休2日(有勞健保+勞退)
(依門市營業時間調整)
$$保障獎金:$1500 起
約$35000 起+ 獎金",台北市,35000,37000,不拘,,高中以上,,,,,
0,【產品處】集資部集資專員,貝殼放大股份有限公司,2023/02/04,"職務說明：
我們在找尋邏輯強大、數字敏感且充滿創造力的集資專案顧問。同時也希望你對新事物充滿好奇，並勇於嘗試各種可能。
這個職位的你最重要的任務是在有限時間下有效使用公司內外的各種資源，將充滿潛力的集資專案從零開始規劃測試，並完成理想的集資銷售成績。

無論是生活用品、科技產品還是工藝設計品，我們的使命就是讓世界上有更多人看見好的產品與創意！

▋工作內容
⁍ 負責國內群眾集資案件之專案窗口與進度管理
⁍ 發想國內群眾集資專案的行銷策略與溝通方案
⁍ 執行市場調查、策略分析、廣告投放、媒體操作、文案撰寫與客戶服務
⁍ 其他合於職稱或雙方議定之工作項目

▋申請條件
⁍ 在社會打滾 1 年以上
⁍ 有新創、電商、媒體、設計、集資相關的操作或工作經驗
⁍ 看到新穎酷炫的科技／設計類產品總會熱血沸騰～喜歡發掘各式各樣的新奇小物
⁍ 具有獨立專案執行經驗，有文案撰寫、社群經營、廣告撰寫經驗者　

▋加分條件
⁍ 喜歡新事物、喜歡接近創作者
⁍ 有瀏覽、執行或贊助過群眾集資專案的經驗
⁍ 對貝殼放大本身與合作案件有足夠認識
⁍ 時程管理能力強、擅長多工處理
⁍ 喜歡摸索新技術和定期觀看國內外創意作品
⁍ 有固定寫作與閱讀習慣
⁍ 具有各式各樣的新奇想法並勇於提出
",台北市,35000,50000,1年以上,,大學、碩士,,,,"專案時間╱進度控管, 專案規劃執行╱範圍管理, 實體活動規劃與執行, 網路活動規劃與執行, 行銷策略擬定, 品牌知名度推廣, 顧客關係管理, 社群媒體經營管理, 市場調查企劃與執行",
0,西門店-內衣假日門市工讀生-YURUBRA,優如國際有限公司,2023/02/04,"本公司已創立20年，公司理念為 熱忱。踏實。創新 
自創品牌並且在電子商務市場榮獲百大賣家殊榮 
竭誠歡迎您加入我們的大家庭!! 
本公司網站:http://www.yurubra.com.tw/ 

_______________________________________ 
1.負責支援正職店員 
2.拿貨/整理貨/整理環境 
3.簡單的接待客人。 
4.主管交辦事項處理。 
5.履歷完整者優先考慮錄取。 
6.在學學生/想利用假日多點收入者佳。 

※若您想應徵本職位，請善用履歷內的自我推薦介紹自己哦! 
________________________________________________ 
工作時間:每週的禮拜六以及禮拜天，排班制 

工讀生的工作較為單純，本公司升遷管道暢通 
若考績考核表現優良，我們也會輔導升為>助理店員>實習店員>正職店員喔!",台北市,176,176,不拘,,不拘,,,,,"希望您擁有面對人群的熱忱以及親切態度 
喜愛服務客人
富有責任感.個性積極"
0,【策略處】執行長特助,貝殼放大股份有限公司,2023/02/04,"貝殼放大股份有限公司成立於 2014 年 10 月，是全臺規模最大的群眾集資顧問公司，秉持「用群眾的力量，讓有價值的事物，得到更好的機會」的核心宗旨，協助品牌於國內及海外群眾集資市場屢創佳績。
我們提供市場上最完整的全包式服務機制，包含專案行銷策略規劃與執行、網站建置、平面設計與影片拍攝、媒體與 KOL 推廣合作、廣告投放、集資平台、金流系統等，同時也提供大型品牌整合行銷服務，致力維護群眾集資市場原創性與信任價值。


▋工作內容
⁍ 安排執行長活動與會議行程，事前規劃與聯繫、並進行參與會議的紀錄與會後行動追蹤。
⁍ 擔任執行長外部合作邀約的聯繫窗口，協助執行長判斷是否參與，並協助準備所需資料如簡報、文稿、講綱等。
⁍ 執行長指派之特定專案管理、進度追蹤瞭解、成果彙整呈報。
⁍ 執行長執行專案協助（如：制度建立、異業洽談、顧問服務等）
⁍ 其他執行長交辦事項。

▋申請條件
⁍ 對貝殼放大與群眾集資產業有足夠認識。
⁍ 具組織能力，擅資訊收集與整理。
⁍ 積極主動、反應機敏、注意細節，溝通能力強。
⁍ 應對得宜，高 EQ，善於觀察周遭環境與旁人心態。
⁍ 時程安排能力強、擅長多工處理，能以最短路徑完成目標。

▋加分條件
⁍ 曾經執行過群眾參與（包括但不限於集資）專案。
⁍ 曾有電商平台、購物平台的運營或企劃工作經驗。
⁍ 有任職於成長期新創公司或自行創業的經驗。
⁍ 有商業文稿撰寫、簡報製作、專業講師經驗。
⁍ 有英、日、韓的口筆譯經驗。



",台北市,55000,9999999,2年以上,,大學以上,,,,"文件檔案資料處理、轉換及整合工作, 管理行事曆與會議協調安排, 異業合作規劃與執行, 提案與簡報技巧, 廣告企劃案╱文案撰寫",
