,job_name,cust_name,appear_date,job_detail,address_area,salary_min,salary_max,work_exp,major,edu,language,localLanguage,specialty,skill,other
0,國立東華大學資訊工程學系徵聘專任教師(截止日112年2月10日),國立東華大學_資訊工程學系,2023/02/02,"【徵聘公告】國立東華大學資訊工程學系徵聘專任教師 

一、誠徵專任助理教授（含）以上1名，不限國籍。

二、擬聘年度：112學年度第1學期起（預計112年8月1日起聘）。

三、應徵條件：
1.      具有國內外資訊電機相關領域博士學位，並能以全英文授課者。
2.      對教學及研究具有高度熱忱，有教學研究與計畫執行經驗者佳。

四、擬應徵本職者，請備妥下列資料寄至本系：
1.      履歷表（含學經歷、研究方向、研究成果、著作目錄）。
2.      學歷證件、歷年成績單及學位論文（國外學經歷證件需有駐外單位驗證）。
3.      檢附英語能力檢定證明，或具全英語授課能力之佐證資料（若有以英語為主要語言之國外學歷或國外工作經驗者可免附）。
4.      代表著作全文三篇。
5.      三門可中英文授課之課程。
6.      三封推薦函。
7.      如具助理教授（含以上)證書者，請附影本。
8.      其他有利審查資料。

以上資料請寄送紙本或電子檔。未通過初審者，恕不另行通知。
初審通過者將會安排課程英文試教，確切時間另行通知。

五、收件資訊：
1.      收件截止日：自即日起至112年2月10日(五) (郵戳日期為憑)
2.      收件人：國立東華大學資訊工程學系
3.      收件地址：974003花蓮縣壽豐鄉大學路二段1號 資訊工程學系
4.      聯絡人：葉小姐
5.      連絡電話：03-8905012
6.      傳真電話：03-8900168
7.      E-mail：kiki2002@gms.ndhu.edu.tw",花蓮縣,70000,9999999,不拘,電機電子工程相關 其他工程相關 機械工程相關,博士,英文:聽 /中等、說 /中等、讀 /中等、寫 /中等,,,,
0,營業企劃專員-全日花蓮,全日物流股份有限公司,2023/01/31,"1.執行公司經營策略
2.開發策略目標客戶
3.新客戶導入規劃
4.參與系統對接規劃
5.各項作業流程完整性之確認
6.協助DC與客戶之間溝通
7.DC之間跨區工作協調與溝通
8.異常處理
9.客戶關係之增進與維持
10.其他交辦事項執行

",花蓮縣,0,0,3年以上,,專科以上,英文:聽 /略懂、說 /略懂、讀 /中等、寫 /中等,,"Excel, PowerPoint, Word","文書處理╱排版能力, 報表彙整與管理, 電話接聽與人員接待事項, 文件或資料輸入建檔處理, 客戶資料更新維護, 業務或通路開發, 業績與管理報表撰寫",
0,【花蓮壽豐渡假莊園、兆豐農場】隱之堺-野奢露營團隊 櫃台/美編/行政,雲冠旅行社有限公司,2023/01/30,"隱之堺-野奢露營團隊歡迎您的加入

目前團隊管理地點如下：
1.花蓮新光兆豐農場(墾夢莊園)
2.花蓮壽豐渡假莊園


工作內容： 
1.處理接待客人房間安排事宜，自我要求高，認真負責
2.FB、IG、製做物簡易美編、設計輸出、拍照攝影
3.莊園環境布置、美化
4.介紹有關莊園各個設施、體驗活動及周邊觀光
5.有相關經驗者尤佳
6.完成主管交付工作
7.執行門市服務人員教育訓練, 遵守SOP精神並且嚴格執行


福利項目：
1.工作日依公司供餐
2.全勤工作獎金
3.員工住宿宿舍
4.勞保、健保、勞退提撥金
5.公司團保(工作滿一個月)

其 他 類：
需穿著員工制服、員工在職教育訓練",花蓮縣,30000,36000,不拘,,不拘,,,,"電話接聽與人員接待事項, 文件或資料輸入建檔處理, 客訴案件處理, 櫃檯門市接待與需求服務, 產品介紹及解說銷售, 出團作業處理事項, 商品包裝及陳列, 廣告設計概念, 多媒體影像處理, 數位攝影技巧, 年度商品陳列規劃, 活動會場佈置, 櫥窗視覺陳列",
0,【花蓮壽豐渡假莊園、兆豐農場】隱之堺-野奢露營團隊 園區管家服務人員,雲冠旅行社有限公司,2023/01/30,"隱之堺-野奢露營團隊歡迎您的加入

目前團隊管理地點如下：
1.花蓮新光兆豐農場(墾夢莊園)
2.花蓮壽豐渡假莊園


工作內容： 
▼ 接待：處理接待客人、房間安排事宜
▼ 房務：負責帳篷房間的清潔整理打掃、餐點準備與配送
▼ 餐飲：負責外場相關工作，例：送單至廚房，為客人點菜、擺盤、上菜
▼ 活動：活動體驗、手作教學、手工DIY製作介紹、相關產品介紹
▼ 有相關經驗者尤佳
▼ 完成主管交付工作
▼ 依現場狀況安排每日崗位，輪流進入各分組接待組、餐飲組、房務組、活動組

休假制度 :
▼ 月休八天，排班制(依公司調整)

福利項目：
▼ 工作日依公司供餐
▼ 全勤工作獎金
▼ 員工住宿宿舍
▼ 勞保、健保、勞退提撥金
▼ 公司團保(工作滿一個月)

其他類：
需穿著員工制服、員工在職教育訓練",花蓮縣,30000,38000,不拘,,不拘,,,,"電話接聽與人員接待事項, 文件或資料輸入建檔處理, 櫃檯門市接待與需求服務, 產品介紹及解說銷售, 吧台前置作業準備, 出團作業處理事項, 食材貯存管理, 食物製前準備, 排盤與食品裝飾, 廚房器具使用維護",
0,設計人員(花蓮),理想大地股份有限公司,2023/01/30,"1. 平面/電子文宣、官網、粉絲團之各項視覺設計。
2. 製作餐廳菜單、海報、各種文宣印刷品、EDM或廣告。
3. 館內主題性/季節性行銷活動設計陳列及節慶氣氛布置。
4. 其他上級交辦之相關美工專案。",花蓮縣,30000,35000,3年以上,,高中以上,,,"Adobe Photoshop, CorelDraw, Illustrator",,"1. 具備美術設計相關工作一年以上經驗
2. 館內各單位DM、廣告、海報等平面文宣設計與製作
3. 擅長電腦軟體:Adobe Photoshop/Illustrator/Corel DRAW 
4. 具商品攝影技能者尤佳
5. 履歷表須附作品集
6. 面試時需攜帶作品"
0,32.門市維修人員(花蓮縣壽豐鄉),大同綜合訊電股份有限公司,2023/01/30,"1. 介紹及銷售家電商品
2. 顧客接待與諮詢服務
3. 門市商品陳列設計
4. 家電產品裝設、保養及維修
5. 到府維修及相關售後服務
6. 配合門市營業時間排班排休",花蓮縣,26400,40000,不拘,電機電子維護相關 機械維護相關 冷凍空調相關,高中、專科、大學,,,,,"▶電機電子/機械工程/冷凍空調科系尤佳
▶具相關證照，或具相關維修經驗者尤佳"
0,【通路-北】客服專員(花蓮、壽豐),台灣知識庫股份有限公司,2023/01/30,"1.負責櫃檯接待及課程介紹與說明。 
2.提供/關懷學員需求服務及課程規劃。 
3.協助班務運作與產品業務推廣。 
4.主管交辦事項。
※薪資待遇：27600元至43300元(福利金另計)依學經歷核薪。
※辦公區域二處：(1)花蓮市(花蓮雲端學習門市) (2)志學(壽豐數位學堂)。
",花蓮縣,27600,43300,不拘,,大學以上,中文:聽 /精通、說 /精通、讀 /精通、寫 /精通,台語:略懂,"Windows 2000, Excel, Outlook, PowerPoint, Word, 中文打字20~50, 英文打字20~50",,"1.有補習班招生經驗尤佳或曾任客服相關工作。
2.對業務銷售有興趣者佳。"
0,32.門市營業人員/儲備幹部(花蓮縣壽豐鄉),大同綜合訊電股份有限公司,2023/01/30,"1. 介紹及銷售家電商品
2. 顧客接待與諮詢服務 
3. 門市商品陳列設計
4. 配合門市營業時間排班排休",花蓮縣,26400,40000,不拘,,高中、專科、大學,,,"Excel, Outlook, Word",,歡迎二度就業
0,學習扶助老師（國小閱讀-溪口）,財團法人愛心第二春文教基金會,2023/01/17,"★接受本會師資培訓（每週一次，有津貼） 
★進行國小閱讀教學，建立學生基礎能力 
★正式教學時間：2023/02～2023/06
★配合點名、週誌繳交等行政作業 
★對教導偏鄉弱勢兒少有熱忱，並能長期服務 
★具耐心、同理心、責任感
★本會服務對象為經濟弱勢、學習落後之學生，教師須秉持因材施教的原則，依學生程度提供輔助
【福利】行政作業充分配合者，每月核發獎金，教課當天有保勞保
※本會目前提供[見晴]、[鳳林]老師[接送]服務，17:20至本會辦公室（壽豐鄉公園路103號）集合即可

【應徵方式】
★方式一：至以下連結下載履歷，填妥後寄至本會應徵信箱，並註明「應徵學習扶助課師(科目/地點)」，即完成書面應徵 
★方式二：若無法下載，請寄電子郵件向本會「索取履歷表」，本會將寄送檔案給您，請填妥後回傳，註明「應徵學習扶助課師(科目/地點)」，即完成書面應徵 
★履歷下載：https://docs.google.com/document/d/1mC1YPm5Adzt2XV2wMwAJSBx4wkPhi69m/edit?usp=sharing&ouid=113391203681952444397&rtpof=true&sd=true
★應徵信箱：shengyi@renewal.org.tw 
★應徵流程：書面審核→考試與面試→通知是否錄取 
（考試內容為應徵學科授課內容）",花蓮縣,200,260,不拘,,大學以上,,,,,
0,學習扶助老師（國小英文-壽豐）,財團法人愛心第二春文教基金會,2023/01/17,"★接受本會師資培訓（每週一次，有津貼） 
★進行國小英文教學，建立學生基礎能力 
★正式教學時間：2023/02～2023/06
★配合點名、週誌繳交等行政作業 
★對教導偏鄉弱勢兒少有熱忱，並能長期服務 
★具耐心、同理心、責任感
★本會服務對象為經濟弱勢、學習落後之學生，教師須秉持因材施教的原則，依學生程度提供輔助
【福利】行政作業充分配合者，每月核發獎金，教課當天有保勞保
※本會目前提供[見晴]、[鳳林]老師[接送]服務，17:20至本會辦公室（壽豐鄉公園路103號）集合即可

【應徵方式】
★方式一：至以下連結下載履歷，填妥後寄至本會應徵信箱，並註明「應徵學習扶助課師(科目/地點)」，即完成書面應徵 
★方式二：若無法下載，請寄電子郵件向本會「索取履歷表」，本會將寄送檔案給您，請填妥後回傳，註明「應徵學習扶助課師(科目/地點)」，即完成書面應徵 
★履歷下載：https://docs.google.com/document/d/1mC1YPm5Adzt2XV2wMwAJSBx4wkPhi69m/edit?usp=sharing&ouid=113391203681952444397&rtpof=true&sd=true
★應徵信箱：shengyi@renewal.org.tw 
★應徵流程：書面審核→考試與面試→通知是否錄取 
（考試內容為應徵學科授課內容）",花蓮縣,200,260,不拘,,大學以上,,,,,
