,job_name,cust_name,appear_date,job_detail,address_area,salary_min,salary_max,work_exp,major,edu,language,localLanguage,specialty,skill,other
0,宅配物流士(3.5T)-(台南全日),全日物流股份有限公司,2023/02/04,"1.收送貨過程中，確保物品安全
2.宅配貨物分理貨
3.宅配代收貨款服務
4.需具備職業小車駕照
5.態度親切有禮，具服務熱忱
6.服務範園：台南地區
*工作1-2週後經主管評核，即可開始領取工作獎金。
領取工作獎金後平均月薪40,000以上(含加班費)
",台南市,40000,9999999,1年以上,,不拘,,,,,
0,行政採購人員,以特科技有限公司,2023/02/04,"1.根據商品的庫存量，執行訂購作業，並追蹤交期及出貨狀況。
2. 處理貨品遺失或延遲的採購問題。
3. 建立、更新供應商資料和ERP產品資料（如：貨品價格、規格和到貨時間）
4. 負責向廠商訪價，並向客戶、業務報價並確認訂單。
5. 負責客戶與廠商之間的往來溝通。
6. 負責產品檔案文件的整理、建檔與維護。
7. 具進口業務相關經驗尤佳。
8. 執行主管交辦事項。",台南市,28000,32000,1年以上,,專科、大學,,,"Excel, Word",,
0,品管助理/生管人員,傑威特國際有限公司,2023/02/04,"1.工廠品質制度執行、督導、落實。
2.生產品質議題應對及改善。
3.加工料件(含外包)之收料、發料、系統key-in與生產排程協助。
4.定期盤點外包料件、預估用量並協助補料。
5.需學習基本視圖辦別能力及加工流程。
6.生產排程進度、品質、成本控管，及進度跟催。
7.聯繫追蹤交期、進度及文書、基本WORD、EXCEL等作業。
8.跨部門作業協調及異常處理其它有關生產之事務協調處理。
9.相關品管資料的書寫與歸檔整理。
10.主管交辦事項。

備註：問題處理具耐心及良好溝通、細心、負責、抗壓性高。",台南市,26400,35000,2年以上,食品營養相關,專科、大學、碩士,,,"Excel, Word, 中文打字20~50","維持產線正常運轉並跟催生產進度, 原料及產品品質管制監控, 供應商原物料異常分析處理",熟悉凌越系統者佳
0,生產廠務人員,傑威特國際有限公司,2023/02/04,"1.貨物進貨安置與堆放、出貨相關事宜。
2.領料、生產、包裝。
3.庫存盤點作業。
4.設備器具、桶槽管路，定期清洗及維護。
5.須搬重物(25公斤)。
6.完成主管交辦事宜。
7.提供人員職前訓練。
",台南市,26400,9999999,不拘,,高中、專科、大學,中文:聽 /略懂、說 /略懂、讀 /略懂、寫 /略懂,台語:中等,,"行政事務處理, 電話接聽與人員接待事項, 文件檔案資料處理、轉換及整合工作, 商品進貨入庫作業, 倉庫貨物標示╱置放╱盤點, 貨品包裝作業, 理貨╱揀貨╱補貨作業, 簽收╱驗收作業",
0,工務主管,豐年豐和企業股份有限公司,2023/02/04,"1. 電機電子機械相關科系畢，曾有電力設施及機械設備、維護等相關經驗工作並擔任主管1年以上。
2. 維持食品廠內設備正常運作與異常維修處理。
3. 主管交辦之事項。",台南市,0,0,1年以上,,高中以上,,,,,有經驗者尤佳
0,機電工程師(台南),晉通化學工業股份有限公司,2023/02/04,"1.PLC電控維修工作需熟練。
2. 安裝並維護電控系統設備。
3. 建立並操作測試設備，並評估裝置或系統的性能。
4. 建構、檢驗、維修電子儀器或測試設備。",台南市,30000,40000,1年以上,電機電子工程相關 機械維護相關,大學以上,,,,,
0,(南處)寵物美容師/美容助理-仁德中山店(底薪最高40K),東森寵物雲股份有限公司,2023/02/04,"東森寵物目前為台灣大寵物實體連鎖通路，目前直營店120家店以上，為台灣最大直營寵物連鎖通路!! 
https://www.etipets.com/
https://shopping.etipets.com/

1　美容師必須有實際操作經驗，能獨立完成寵物身體清潔及修剪寵物毛髮。
2　能依寵物主人的需要，符合主人需求。
3　維持工作環境清潔整理。
4　具有合格的美容師KCT證照
5　配合公司活動及調店支援。
※月休8天(依行政院人事行政局公告調整休假天數)，加班與國定假日另計
※另有優渥業績獎金與輔導考照制度
※備機車駕照或汽車駕照
※上班時間9小時
",台南市,28000,40000,不拘,,高中以上,,,,,"1.喜愛與毛小孩相處. 對寵物有愛心及耐心。
2.想學習寵美技術者，有責任感。
"
0,蝦皮網拍平台專員,歐麗企業社,2023/02/04,"1. 蝦皮廣告專案投放執行
2. 廣告數據監控、成效分析 、優化及建議
3. 定期有效追蹤及報表製作
4. 定期紀錄優化過程，進行分享與改善
5. 與主管溝通說明成效、策略，以及規劃
6. 處理線上聊聊、信件、電商平台及相關回覆問題
7. 需隨機應變的回覆顧客問題，並有效率的解決客戶提出的相關疑問
8. 熟悉公司相關購物規章及客服作業流程
9. 需與倉庫有效傳達整理退/換貨包裹相關作業
10. 修圖自製，上傳文案至平台

需要的特質↓
1. 簡單的文書處理(Excel、word) 
2. 認真負責，穩定度高，態度親切、口齒清晰，表達能力佳
3. 對服務業有高度熱誠，不害怕溝通
4. 態度端正，保障公司客戶資訊安全
5. 有相關電商/實體客服經驗

",台南市,29000,9999999,2年以上,,不拘,,,"Excel, Word, Adobe Photoshop, Illustrator","行銷製作物規劃與執行, 品牌行銷管理, 網路活動規劃與執行, 社群媒體經營管理, 廣告企劃案╱文案撰寫",
0,醫事檢驗科-約用醫事檢驗師(職務代理人),衛生福利部胸腔病院,2023/02/04,"資格條件：
1.大學(含)以上畢業。
2.具有醫事檢驗師證書。
 工作項目：
1.一般常規檢驗及門診檢驗業務。
2.其他臨時交辦事項。
 薪資、獎金及福利：
1.薪資：月薪31686元
2.獎勵金：視醫院營運績效核發每個月約數仟元。

 聘僱時間：
 實際報到日至112年8月31止(或被代理人留職停薪復職前一日止)，被代理人復職即刻終止相關約定契約。
 聯絡方式：
1.意者請檢附:以下(1)至(5)為必附證明文件，未附者視為資格不合。
(1)胸腔病院甄選登記表【請至胸病院網站首頁(http://https://www.ccd.mohw.gov.tw) 關於本院→ 單位介紹 →行政部→人事室→資料下載，下載填寫《胸腔病院甄選登記表》(統一格式，未依本院格式視同資格不符)〞，並請務必在簽章處簽名】。甄選登記表
(2)國民身分證正、反面影本。
(3)學校畢業證書影本。
(4)檢附醫事檢驗師證書。
(5)數位新冠病毒健康證明或疫苗接種紀錄卡
(6)檢附相關證書（各類檢定等）。
(7)報名方式（下列方式擇一）：
 （a）電子郵件報名：將上開附件簽章後掃描寄至「personnel@ccd.mohw.gov.tw」（人事室公用信箱）。
 標題請註明：○○○應徵醫事檢驗科-約用醫事檢驗師(職務代理人)
，各項應徵資料依序彙整於同一檔案(PDF檔) 。
 （b）郵寄報名：郵寄地址「台南市仁德區中山路864號/人事室收」信封上並註明「醫事檢驗科-約用醫事檢驗師(職務代理人)」。
2.甄選方式及時間地點：
(1)甄選方式：初審資格條件後，另【擇優通知面試】，本公告經面試錄取人員後，得隨時撤銷公告。
(2)錄取方式：面試後一周內將於本院網站公告甄選結果，錄取人員請依公告時間回電確認。但報名應徵者皆不合適者，予以從缺，重行公告辦理甄選。 
3.本院依菸害防制法，全面實施禁菸，並推動無菸職場，應徵者如獲錄取，需配合本院無菸環境政策。另本院為醫療機構，全院採排班及輪班制度，需配合排班於周六、周日及國定假日上班，國定假日需配合業務調移，未能配合者請勿投遞履歷。
4.未獲通知面試或錄取者，如需返還書面應徵資料，可附回郵信封，並填妥收信人，收信地址及聯絡電話等相關資料，未附回郵信封者，視同毋須退還證件。
5.薪資待遇如有疑義，請電話洽詢本院人事室謝小姐，電話：06-2705911轉3272。
6.工作內容及排班如有疑義，請電話洽詢本院醫事檢驗科宋先生，電話：06-2705911轉3114。",台南市,31686,31686,不拘,,大學以上,,,,,
0,醫事檢驗科-約用醫事檢驗師(職務代理人)之負壓職缺,衛生福利部胸腔病院,2023/02/04,"資格條件：
1.大學(含)以上畢業。
2.具有醫事檢驗師證書。
 工作項目：
1.TB檢驗及門診業務。
2.其他臨時交辦事項。
 薪資、獎金及福利：
1.薪資：月薪35416元(含負壓津貼)
2.獎勵金：視醫院營運績效核發每個月約數仟元。

 聘僱時間：
 實際報到日至112年6月30止(或被代理人留職停薪復職前一日止)，被代理人復職即刻終止相關約定契約。
 聯絡方式：
1.意者請檢附:以下(1)至(5)為必附證明文件，未附者視為資格不合。
(1)胸腔病院甄選登記表【請至胸病院網站首頁(http://https://www.ccd.mohw.gov.tw) 關於本院→ 單位介紹 →行政部→人事室→資料下載，下載填寫《胸腔病院甄選登記表》(統一格式，未依本院格式視同資格不符)〞，並請務必在簽章處簽名】。甄選登記表
(2)國民身分證正、反面影本。
(3)學校畢業證書影本。
(4)檢附醫事檢驗師證書。
(5)數位新冠病毒健康證明或疫苗接種紀錄卡
(6)檢附相關證書（各類檢定等）。
(7)報名方式（下列方式擇一）：
 （a）電子郵件報名：將上開附件簽章後掃描寄至「personnel@ccd.mohw.gov.tw」（人事室公用信箱）。
 標題請註明：○○○應徵醫事檢驗科-約用醫事檢驗師(職務代理人)之負壓職缺
 ，各項應徵資料依序彙整於同一檔案(PDF檔) 。
 （b）郵寄報名：郵寄地址「台南市仁德區中山路864號/人事室收」信封上並註明「醫事檢驗科-約用醫事檢驗師(職務代理人)之負壓職缺」。
2.甄選方式及時間地點：
(1)甄選方式：初審資格條件後，另【擇優通知面試】，本公告經面試錄取人員後，得隨時撤銷公告。
(2)錄取方式：面試後一周內將於本院網站公告甄選結果，錄取人員請依公告時間回電確認。但報名應徵者皆不合適者，予以從缺，重行公告辦理甄選。 
3.本院依菸害防制法，全面實施禁菸，並推動無菸職場，應徵者如獲錄取，需配合本院無菸環境政策。另本院為醫療機構，全院採排班及輪班制度，需配合排班於周六、周日及國定假日上班，國定假日需配合業務調移，未能配合者請勿投遞履歷。
4.未獲通知面試或錄取者，如需返還書面應徵資料，可附回郵信封，並填妥收信人，收信地址及聯絡電話等相關資料，未附回郵信封者，視同毋須退還證件。
5.薪資待遇如有疑義，請電話洽詢本院人事室謝小姐，電話：06-2705911轉3272。
6.工作內容及排班如有疑義，請電話洽詢本院醫事檢驗科宋先生，電話：06-2705911轉3114。",台南市,35416,35416,不拘,,大學以上,,,,,
